fixation_id,frame_idx,saved_filename
63,3437,fix63_frame3437.png
64,3638,fix64_frame3638.png
65,3666,fix65_frame3666.png
66,3727,fix66_frame3727.png
67,3823,fix67_frame3823.png
68,3867,fix68_frame3867.png
69,3946,fix69_frame3946.png
70,3998,fix70_frame3998.png
71,4032,fix71_frame4032.png
72,4142,fix72_frame4142.png
73,4166,fix73_frame4166.png
74,4200,fix74_frame4200.png
75,4214,fix75_frame4214.png
76,4275,fix76_frame4275.png
77,4321,fix77_frame4321.png
78,4330,fix78_frame4330.png
79,4342,fix79_frame4342.png
80,4353,fix80_frame4353.png
81,4369,fix81_frame4369.png
82,4410,fix82_frame4410.png
83,4458,fix83_frame4458.png
84,4486,fix84_frame4486.png
85,4603,fix85_frame4603.png
86,4631,fix86_frame4631.png
87,4649,fix87_frame4649.png
88,4667,fix88_frame4667.png
89,4685,fix89_frame4685.png
90,4889,fix90_frame4889.png
91,4900,fix91_frame4900.png
92,4909,fix92_frame4909.png
93,4916,fix93_frame4916.png
94,4924,fix94_frame4924.png
95,4936,fix95_frame4936.png
96,4948,fix96_frame4948.png
97,4962,fix97_frame4962.png
98,4979,fix98_frame4979.png
99,4996,fix99_frame4996.png
100,5011,fix100_frame5011.png
101,5020,fix101_frame5020.png
102,5027,fix102_frame5027.png
103,5038,fix103_frame5038.png
104,5048,fix104_frame5048.png
105,5057,fix105_frame5057.png
106,5069,fix106_frame5069.png
107,5080,fix107_frame5080.png
108,5100,fix108_frame5100.png
109,5115,fix109_frame5115.png
110,5180,fix110_frame5180.png
111,5204,fix111_frame5204.png
112,5228,fix112_frame5228.png
113,5235,fix113_frame5235.png
114,5252,fix114_frame5252.png
115,5277,fix115_frame5277.png
116,5296,fix116_frame5296.png
117,5316,fix117_frame5316.png
118,5328,fix118_frame5328.png
119,5337,fix119_frame5337.png
120,5357,fix120_frame5357.png
121,5407,fix121_frame5407.png
122,5513,fix122_frame5513.png
123,5522,fix123_frame5522.png
124,5552,fix124_frame5552.png
125,5560,fix125_frame5560.png
126,5567,fix126_frame5567.png
127,5575,fix127_frame5575.png
128,5593,fix128_frame5593.png
129,5671,fix129_frame5671.png
130,5682,fix130_frame5682.png
131,5688,fix131_frame5688.png
132,5714,fix132_frame5714.png
133,5732,fix133_frame5732.png
134,5745,fix134_frame5745.png
135,5785,fix135_frame5785.png
136,5809,fix136_frame5809.png
137,5822,fix137_frame5822.png
138,5841,fix138_frame5841.png
139,5854,fix139_frame5854.png
140,5870,fix140_frame5870.png
141,5898,fix141_frame5898.png
142,5915,fix142_frame5915.png
143,5943,fix143_frame5943.png
144,5965,fix144_frame5965.png
145,6001,fix145_frame6001.png
146,6029,fix146_frame6029.png
147,6041,fix147_frame6041.png
148,6058,fix148_frame6058.png
149,6078,fix149_frame6078.png
150,6086,fix150_frame6086.png
151,6098,fix151_frame6098.png
152,6106,fix152_frame6106.png
153,6115,fix153_frame6115.png
154,6147,fix154_frame6147.png
155,6178,fix155_frame6178.png
156,6188,fix156_frame6188.png
157,6197,fix157_frame6197.png
158,6204,fix158_frame6204.png
159,6211,fix159_frame6211.png
160,6224,fix160_frame6224.png
161,6348,fix161_frame6348.png
162,6376,fix162_frame6376.png
163,6428,fix163_frame6428.png
164,6461,fix164_frame6461.png
165,6470,fix165_frame6470.png
166,6490,fix166_frame6490.png
167,6509,fix167_frame6509.png
168,6573,fix168_frame6573.png
169,6623,fix169_frame6623.png
170,6634,fix170_frame6634.png
171,6641,fix171_frame6641.png
172,6651,fix172_frame6651.png
173,6695,fix173_frame6695.png
174,6705,fix174_frame6705.png
175,6714,fix175_frame6714.png
176,6757,fix176_frame6757.png
177,6792,fix177_frame6792.png
178,6804,fix178_frame6804.png
179,6851,fix179_frame6851.png
180,6862,fix180_frame6862.png
181,6871,fix181_frame6871.png
182,6904,fix182_frame6904.png
183,6917,fix183_frame6917.png
184,6949,fix184_frame6949.png
185,6961,fix185_frame6961.png
186,7029,fix186_frame7029.png
187,7040,fix187_frame7040.png
188,7075,fix188_frame7075.png
189,7088,fix189_frame7088.png
190,7121,fix190_frame7121.png
191,7132,fix191_frame7132.png
192,7138,fix192_frame7138.png
193,7146,fix193_frame7146.png
194,7156,fix194_frame7156.png
195,7168,fix195_frame7168.png
196,7183,fix196_frame7183.png
197,7195,fix197_frame7195.png
198,7212,fix198_frame7212.png
199,7241,fix199_frame7241.png
200,7254,fix200_frame7254.png
201,7300,fix201_frame7300.png
202,7327,fix202_frame7327.png
203,7347,fix203_frame7347.png
204,7358,fix204_frame7358.png
205,7364,fix205_frame7364.png
206,7374,fix206_frame7374.png
207,7395,fix207_frame7395.png
208,7409,fix208_frame7409.png
209,7424,fix209_frame7424.png
210,7445,fix210_frame7445.png
211,7460,fix211_frame7460.png
212,7477,fix212_frame7477.png
213,7498,fix213_frame7498.png
214,7515,fix214_frame7515.png
215,7532,fix215_frame7532.png
216,7546,fix216_frame7546.png
217,7555,fix217_frame7555.png
218,7564,fix218_frame7564.png
219,7580,fix219_frame7580.png
220,7594,fix220_frame7594.png
221,7604,fix221_frame7604.png
222,7614,fix222_frame7614.png
223,7631,fix223_frame7631.png
224,7646,fix224_frame7646.png
225,7663,fix225_frame7663.png
226,7680,fix226_frame7680.png
227,7708,fix227_frame7708.png
228,7733,fix228_frame7733.png
229,7834,fix229_frame7834.png
230,7841,fix230_frame7841.png
231,7851,fix231_frame7851.png
232,7869,fix232_frame7869.png
233,7893,fix233_frame7893.png
234,7915,fix234_frame7915.png
235,7934,fix235_frame7934.png
236,7972,fix236_frame7972.png
237,7979,fix237_frame7979.png
238,7988,fix238_frame7988.png
239,8004,fix239_frame8004.png
240,8029,fix240_frame8029.png
241,8060,fix241_frame8060.png
242,8073,fix242_frame8073.png
243,8085,fix243_frame8085.png
244,8122,fix244_frame8122.png
245,8141,fix245_frame8141.png
246,8209,fix246_frame8209.png
247,8228,fix247_frame8228.png
248,8237,fix248_frame8237.png
249,8245,fix249_frame8245.png
250,8304,fix250_frame8304.png
251,8312,fix251_frame8312.png
252,8320,fix252_frame8320.png
253,8333,fix253_frame8333.png
254,8349,fix254_frame8349.png
255,8361,fix255_frame8361.png
256,8377,fix256_frame8377.png
257,8396,fix257_frame8396.png
258,8432,fix258_frame8432.png
259,8450,fix259_frame8450.png
260,8458,fix260_frame8458.png
261,8467,fix261_frame8467.png
262,8478,fix262_frame8478.png
263,8517,fix263_frame8517.png
264,8589,fix264_frame8589.png
265,8597,fix265_frame8597.png
266,8607,fix266_frame8607.png
267,8625,fix267_frame8625.png
268,8639,fix268_frame8639.png
269,8652,fix269_frame8652.png
270,8664,fix270_frame8664.png
271,8674,fix271_frame8674.png
272,8683,fix272_frame8683.png
273,8696,fix273_frame8696.png
274,8710,fix274_frame8710.png
